Sede,Documento de identidad,Grado,Grupo,Periodo,Año,Intensidad Horaria,Asignatura,Cognitiva,Procedimental,Actitudinal,Axiologica,Calificacion_Ponderada,Grupo Asignatura
Fusagasugá,0fb79e15908605782d77725eb50ac4143dbdc5f4d0615d41f5d900a383392129,5,A,II,2023,2.0,Inglés,61,60,79,100.0,68.2,Lengua y Humanidades
Fusagasugá,0fb79e15908605782d77725eb50ac4143dbdc5f4d0615d41f5d900a383392129,5,A,II,2023,2.0,Creatividad e Innovación,94,93,90,90.0,92.5,Tecnología e Innovación
Fusagasugá,0fb79e15908605782d77725eb50ac4143dbdc5f4d0615d41f5d900a383392129,5,A,II,2023,4.0,Aprendizaje Basado en Proyectos,81,82,75,100.0,82.0,Proyectos y Aprendizaje Integral
Fusagasugá,0fb79e15908605782d77725eb50ac4143dbdc5f4d0615d41f5d900a383392129,5,A,II,2023,3.0,Educación Física,94,94,90,90.0,92.8,Artes y Educación Física
Fusagasugá,0fb79e15908605782d77725eb50ac4143dbdc5f4d0615d41f5d900a383392129,5,A,II,2023,2.0,Lectura Crítica,84,86,80,90.0,84.4,Lengua y Humanidades
Fusagasugá,0fb79e15908605782d77725eb50ac4143dbdc5f4d0615d41f5d900a383392129,5,A,II,2023,1.0,Artes,94,94,95,95.0,94.3,Artes y Educación Física
Fusagasugá,0fb79e15908605782d77725eb50ac4143dbdc5f4d0615d41f5d900a383392129,5,A,II,2023,1.0,Robótica y TICS,75,75,80,85.0,77.0,Tecnología e Innovación
Fusagasugá,0fb79e15908605782d77725eb50ac4143dbdc5f4d0615d41f5d900a383392129,5,A,II,2023,1.0,Inteligencia emocional e Integralidad,78,74,85,80.0,78.4,Proyectos y Aprendizaje Integral
Fusagasugá,0b0c8c2e4a9e266aabc7ed9b366428175365f849f305b7885d0c39c3edf26ebb,9,A,IV,2023,3.0,Ciencias Naturales,91,91,95,95.0,92.2,Ciencias y Matemáticas
Fusagasugá,0b0c8c2e4a9e266aabc7ed9b366428175365f849f305b7885d0c39c3edf26ebb,9,A,IV,2023,4.0,Ciencias Sociales,86,87,80,95.0,86.0,Lengua y Humanidades
Fusagasugá,0b0c8c2e4a9e266aabc7ed9b366428175365f849f305b7885d0c39c3edf26ebb,9,A,IV,2023,6.0,Matemáticas,89,89,95,100.0,91.3,Ciencias y Matemáticas
Fusagasugá,0b0c8c2e4a9e266aabc7ed9b366428175365f849f305b7885d0c39c3edf26ebb,9,A,IV,2023,3.0,Lengua Castellana,90,90,98,100.0,92.6,Lengua y Humanidades
Fusagasugá,0b0c8c2e4a9e266aabc7ed9b366428175365f849f305b7885d0c39c3edf26ebb,9,A,IV,2023,4.0,Inglés,92,92,97,97.0,93.50000000000001,Lengua y Humanidades
Fusagasugá,0b0c8c2e4a9e266aabc7ed9b366428175365f849f305b7885d0c39c3edf26ebb,9,A,IV,2023,2.0,Innovación y Emprendimiento,88,88,95,95.0,90.1,Tecnología e Innovación
Fusagasugá,0b0c8c2e4a9e266aabc7ed9b366428175365f849f305b7885d0c39c3edf26ebb,9,A,IV,2023,7.0,Aprendizaje Basado en Investigación,80,79,90,87.0,82.4,Proyectos y Aprendizaje Integral
Fusagasugá,0b0c8c2e4a9e266aabc7ed9b366428175365f849f305b7885d0c39c3edf26ebb,9,A,IV,2023,3.0,Educación Física,69,69,70,90.0,71.3,Artes y Educación Física
Fusagasugá,0b0c8c2e4a9e266aabc7ed9b366428175365f849f305b7885d0c39c3edf26ebb,9,A,IV,2023,2.0,Lectura Crítica,92,94,95,100.0,94.0,Lengua y Humanidades
Fusagasugá,0b0c8c2e4a9e266aabc7ed9b366428175365f849f305b7885d0c39c3edf26ebb,9,A,IV,2023,1.0,Artes,90,90,90,90.0,90.0,Artes y Educación Física
Fusagasugá,0b0c8c2e4a9e266aabc7ed9b366428175365f849f305b7885d0c39c3edf26ebb,9,A,IV,2023,1.0,Robótica y TICS,93,82,80,90.0,86.8,Tecnología e Innovación
Fusagasugá,0b0c8c2e4a9e266aabc7ed9b366428175365f849f305b7885d0c39c3edf26ebb,9,A,IV,2023,1.0,Inteligencia emocional e Integralidad,77,70,90,95.0,79.3,Proyectos y Aprendizaje Integral
Fusagasugá,a59d68d5d97c073ae295188c7958a6353a7af7344090ae5f4cc92ef4e4ab7e9b,1,A,IV,2023,3.0,Ciencias Naturales,94,94,100,100.0,95.8,Ciencias y Matemáticas
Fusagasugá,a59d68d5d97c073ae295188c7958a6353a7af7344090ae5f4cc92ef4e4ab7e9b,1,A,IV,2023,3.0,Ciencias Sociales,96,93,95,95.0,94.80000000000001,Lengua y Humanidades
Fusagasugá,a59d68d5d97c073ae295188c7958a6353a7af7344090ae5f4cc92ef4e4ab7e9b,1,A,IV,2023,5.0,Matemáticas,91,91,90,90.0,90.7,Ciencias y Matemáticas
Fusagasugá,a59d68d5d97c073ae295188c7958a6353a7af7344090ae5f4cc92ef4e4ab7e9b,1,A,IV,2023,4.0,Lengua Castellana,93,93,95,95.0,93.6,Lengua y Humanidades
Fusagasugá,a59d68d5d97c073ae295188c7958a6353a7af7344090ae5f4cc92ef4e4ab7e9b,1,A,IV,2023,4.0,Inglés,73,72,90,95.0,78.3,Lengua y Humanidades
Fusagasugá,a59d68d5d97c073ae295188c7958a6353a7af7344090ae5f4cc92ef4e4ab7e9b,1,A,IV,2023,2.0,Creatividad e Innovación,88,88,90,90.0,88.6,Tecnología e Innovación
Fusagasugá,a59d68d5d97c073ae295188c7958a6353a7af7344090ae5f4cc92ef4e4ab7e9b,1,A,IV,2023,4.0,Aprendizaje Basado en Proyectos,95,95,100,96.0,96.1,Proyectos y Aprendizaje Integral
Fusagasugá,a59d68d5d97c073ae295188c7958a6353a7af7344090ae5f4cc92ef4e4ab7e9b,1,A,IV,2023,3.0,Educación Física,91,92,90,95.0,91.5,Artes y Educación Física
Fusagasugá,a59d68d5d97c073ae295188c7958a6353a7af7344090ae5f4cc92ef4e4ab7e9b,1,A,IV,2023,2.0,Lectura Crítica,89,92,95,100.0,92.2,Lengua y Humanidades
Fusagasugá,a59d68d5d97c073ae295188c7958a6353a7af7344090ae5f4cc92ef4e4ab7e9b,1,A,IV,2023,1.0,Artes,90,90,90,90.0,90.0,Artes y Educación Física
Fusagasugá,a59d68d5d97c073ae295188c7958a6353a7af7344090ae5f4cc92ef4e4ab7e9b,1,A,IV,2023,1.0,Robótica y TICS,79,82,80,90.0,81.2,Tecnología e Innovación
Fusagasugá,a59d68d5d97c073ae295188c7958a6353a7af7344090ae5f4cc92ef4e4ab7e9b,1,A,IV,2023,1.0,Inteligencia emocional e Integralidad,87,80,100,95.0,88.30000000000001,Proyectos y Aprendizaje Integral
Girardot,fd1ac88230c72f9317d54a512ac5bd97a9c8c3382f19b253e3811579ef6e45fd,6,A,IV,2023,3.0,Ciencias Naturales,78,82,85,90.0,81.8,Ciencias y Matemáticas
Girardot,fd1ac88230c72f9317d54a512ac5bd97a9c8c3382f19b253e3811579ef6e45fd,6,A,IV,2023,4.0,Ciencias Sociales,91,92,90,89.0,90.9,Lengua y Humanidades
Girardot,fd1ac88230c72f9317d54a512ac5bd97a9c8c3382f19b253e3811579ef6e45fd,6,A,IV,2023,6.0,Matemáticas,89,91,90,90.0,89.9,Ciencias y Matemáticas
Girardot,fd1ac88230c72f9317d54a512ac5bd97a9c8c3382f19b253e3811579ef6e45fd,6,A,IV,2023,3.0,Lengua Castellana,77,85,80,80.0,80.3,Lengua y Humanidades
Girardot,fd1ac88230c72f9317d54a512ac5bd97a9c8c3382f19b253e3811579ef6e45fd,6,A,IV,2023,4.0,Inglés,85,87,89,85.0,86.39999999999999,Lengua y Humanidades
Girardot,fd1ac88230c72f9317d54a512ac5bd97a9c8c3382f19b253e3811579ef6e45fd,6,A,IV,2023,2.0,Innovación y Emprendimiento,90,91,89,91.0,90.19999999999999,Tecnología e Innovación
Girardot,fd1ac88230c72f9317d54a512ac5bd97a9c8c3382f19b253e3811579ef6e45fd,6,A,IV,2023,7.0,Aprendizaje Basado en Investigación,87,87,90,90.0,87.9,Proyectos y Aprendizaje Integral
Girardot,fd1ac88230c72f9317d54a512ac5bd97a9c8c3382f19b253e3811579ef6e45fd,6,A,IV,2023,3.0,Educación Física,92,92,90,95.0,91.9,Artes y Educación Física
Girardot,fd1ac88230c72f9317d54a512ac5bd97a9c8c3382f19b253e3811579ef6e45fd,6,A,IV,2023,2.0,Lectura Crítica,81,81,80,80.0,80.7,Lengua y Humanidades
Girardot,fd1ac88230c72f9317d54a512ac5bd97a9c8c3382f19b253e3811579ef6e45fd,6,A,IV,2023,1.0,Artes,91,91,88,90.0,90.30000000000001,Artes y Educación Física
Girardot,fd1ac88230c72f9317d54a512ac5bd97a9c8c3382f19b253e3811579ef6e45fd,6,A,IV,2023,1.0,Robótica y TICS,80,84,80,90.0,82.2,Tecnología e Innovación
Girardot,fd1ac88230c72f9317d54a512ac5bd97a9c8c3382f19b253e3811579ef6e45fd,6,A,IV,2023,1.0,Inteligencia emocional e Integralidad,93,97,90,100.0,94.3,Proyectos y Aprendizaje Integral
Girardot,f91dd69ea6fc3ff53add80918d887495f21d8efb4a401bed1c412c7f3ffc423c,6,A,III,2023,3.0,Ciencias Naturales,86,85,95,90.0,87.9,Ciencias y Matemáticas
Girardot,f91dd69ea6fc3ff53add80918d887495f21d8efb4a401bed1c412c7f3ffc423c,6,A,III,2023,4.0,Ciencias Sociales,80,82,87,89.0,82.9,Lengua y Humanidades
Girardot,f91dd69ea6fc3ff53add80918d887495f21d8efb4a401bed1c412c7f3ffc423c,6,A,III,2023,6.0,Matemáticas,91,93,100,100.0,94.3,Ciencias y Matemáticas
Girardot,f91dd69ea6fc3ff53add80918d887495f21d8efb4a401bed1c412c7f3ffc423c,6,A,III,2023,3.0,Lengua Castellana,93,94,82,89.0,90.70000000000002,Lengua y Humanidades
Girardot,f91dd69ea6fc3ff53add80918d887495f21d8efb4a401bed1c412c7f3ffc423c,6,A,III,2023,4.0,Inglés,94,93,90,85.0,92.0,Lengua y Humanidades
Girardot,f91dd69ea6fc3ff53add80918d887495f21d8efb4a401bed1c412c7f3ffc423c,6,A,III,2023,2.0,Innovación y Emprendimiento,92,94,95,95.0,93.5,Tecnología e Innovación
Girardot,f91dd69ea6fc3ff53add80918d887495f21d8efb4a401bed1c412c7f3ffc423c,6,A,III,2023,7.0,Aprendizaje Basado en Investigación,91,86,94,93.0,90.3,Proyectos y Aprendizaje Integral
Girardot,f91dd69ea6fc3ff53add80918d887495f21d8efb4a401bed1c412c7f3ffc423c,6,A,III,2023,3.0,Educación Física,89,88,95,93.0,90.3,Artes y Educación Física
Girardot,f91dd69ea6fc3ff53add80918d887495f21d8efb4a401bed1c412c7f3ffc423c,6,A,III,2023,2.0,Lectura Crítica,88,87,86,90.0,87.5,Lengua y Humanidades
Girardot,f91dd69ea6fc3ff53add80918d887495f21d8efb4a401bed1c412c7f3ffc423c,6,A,III,2023,1.0,Artes,98,95,90,95.0,95.2,Artes y Educación Física
Girardot,f91dd69ea6fc3ff53add80918d887495f21d8efb4a401bed1c412c7f3ffc423c,6,A,III,2023,1.0,Robótica y TICS,77,88,60,85.0,77.7,Tecnología e Innovación
Girardot,f91dd69ea6fc3ff53add80918d887495f21d8efb4a401bed1c412c7f3ffc423c,6,A,III,2023,1.0,Inteligencia emocional e Integralidad,97,97,100,90.0,96.9,Proyectos y Aprendizaje Integral
Girardot,e7a159e2c31dafa39b0be447511e59e473fd4f144ce23280edfec7e4a7d9b8cb,7,A,I,2023,3.0,Ciencias Naturales,75,74,88,90.0,78.80000000000001,Ciencias y Matemáticas
Girardot,e7a159e2c31dafa39b0be447511e59e473fd4f144ce23280edfec7e4a7d9b8cb,7,A,I,2023,4.0,Ciencias Sociales,87,89,90,95.0,89.0,Lengua y Humanidades
Girardot,e7a159e2c31dafa39b0be447511e59e473fd4f144ce23280edfec7e4a7d9b8cb,7,A,I,2023,6.0,Matemáticas,80,79,91,90.0,82.9,Ciencias y Matemáticas
Girardot,e7a159e2c31dafa39b0be447511e59e473fd4f144ce23280edfec7e4a7d9b8cb,7,A,I,2023,3.0,Lengua Castellana,70,72,85,90.0,75.6,Lengua y Humanidades
Girardot,e7a159e2c31dafa39b0be447511e59e473fd4f144ce23280edfec7e4a7d9b8cb,7,A,I,2023,4.0,Inglés,76,77,85,90.0,79.5,Lengua y Humanidades
Girardot,e7a159e2c31dafa39b0be447511e59e473fd4f144ce23280edfec7e4a7d9b8cb,7,A,I,2023,2.0,Innovación y Emprendimiento,91,91,93,95.0,91.80000000000001,Tecnología e Innovación
Girardot,e7a159e2c31dafa39b0be447511e59e473fd4f144ce23280edfec7e4a7d9b8cb,7,A,I,2023,7.0,Aprendizaje Basado en Investigación,83,84,81,84.0,83.00000000000001,Proyectos y Aprendizaje Integral
Girardot,e7a159e2c31dafa39b0be447511e59e473fd4f144ce23280edfec7e4a7d9b8cb,7,A,I,2023,3.0,Educación Física,91,89,95,90.0,91.1,Artes y Educación Física
Girardot,e7a159e2c31dafa39b0be447511e59e473fd4f144ce23280edfec7e4a7d9b8cb,7,A,I,2023,2.0,Lectura Crítica,75,76,88,90.0,79.4,Lengua y Humanidades
Girardot,e7a159e2c31dafa39b0be447511e59e473fd4f144ce23280edfec7e4a7d9b8cb,7,A,I,2023,1.0,Artes,91,91,88,90.0,90.30000000000001,Artes y Educación Física
Girardot,e7a159e2c31dafa39b0be447511e59e473fd4f144ce23280edfec7e4a7d9b8cb,7,A,I,2023,1.0,Robótica y TICS,80,80,80,90.0,81.0,Tecnología e Innovación
Girardot,e7a159e2c31dafa39b0be447511e59e473fd4f144ce23280edfec7e4a7d9b8cb,7,A,I,2023,1.0,Inteligencia emocional e Integralidad,94,89,90,95.0,91.8,Proyectos y Aprendizaje Integral
Fusagasugá,f564198fba0dcece19b94679c2e13071677e62248cfca2e65de83aff3970835e,5,A,III,2023,3.0,Ciencias Naturales,82,80,100,100.0,86.80000000000001,Ciencias y Matemáticas
Fusagasugá,f564198fba0dcece19b94679c2e13071677e62248cfca2e65de83aff3970835e,5,A,III,2023,4.0,Ciencias Sociales,68,55,96,96.0,72.5,Lengua y Humanidades
Fusagasugá,f564198fba0dcece19b94679c2e13071677e62248cfca2e65de83aff3970835e,5,A,III,2023,5.0,Matemáticas,73,73,98,97.0,80.4,Ciencias y Matemáticas
Fusagasugá,f564198fba0dcece19b94679c2e13071677e62248cfca2e65de83aff3970835e,5,A,III,2023,3.0,Lengua Castellana,73,84,95,100.0,83.4,Lengua y Humanidades
Fusagasugá,f564198fba0dcece19b94679c2e13071677e62248cfca2e65de83aff3970835e,5,A,III,2023,2.0,Inglés,75,78,75,90.0,77.4,Lengua y Humanidades
Fusagasugá,f564198fba0dcece19b94679c2e13071677e62248cfca2e65de83aff3970835e,5,A,III,2023,2.0,Creatividad e Innovación,94,94,95,95.0,94.3,Tecnología e Innovación
Fusagasugá,f564198fba0dcece19b94679c2e13071677e62248cfca2e65de83aff3970835e,5,A,III,2023,4.0,Aprendizaje Basado en Proyectos,88,88,87,98.0,88.8,Proyectos y Aprendizaje Integral
Fusagasugá,f564198fba0dcece19b94679c2e13071677e62248cfca2e65de83aff3970835e,5,A,III,2023,3.0,Educación Física,96,95,100,100.0,96.9,Artes y Educación Física
Fusagasugá,f564198fba0dcece19b94679c2e13071677e62248cfca2e65de83aff3970835e,5,A,III,2023,2.0,Lectura Crítica,82,77,90,96.0,83.5,Lengua y Humanidades
Fusagasugá,f564198fba0dcece19b94679c2e13071677e62248cfca2e65de83aff3970835e,5,A,III,2023,1.0,Artes,94,94,90,90.0,92.8,Artes y Educación Física
Fusagasugá,f564198fba0dcece19b94679c2e13071677e62248cfca2e65de83aff3970835e,5,A,III,2023,1.0,Robótica y TICS,81,83,85,90.0,83.3,Tecnología e Innovación
Fusagasugá,f564198fba0dcece19b94679c2e13071677e62248cfca2e65de83aff3970835e,5,A,III,2023,1.0,Inteligencia emocional e Integralidad,99,92,100,90.0,96.2,Proyectos y Aprendizaje Integral
Girardot,c67d4a60f3585382a5b4f7f284c260f27a0d6ae3bb803f929fe596dee55a0798,6,A,II,2024,4.0,Ciencias Naturales,74,75,96,100.0,81.30000000000001,Ciencias y Matemáticas
Girardot,c67d4a60f3585382a5b4f7f284c260f27a0d6ae3bb803f929fe596dee55a0798,6,A,II,2024,4.0,Ciencias Sociales,73,72,90,90.0,77.8,Lengua y Humanidades
Girardot,c67d4a60f3585382a5b4f7f284c260f27a0d6ae3bb803f929fe596dee55a0798,6,A,II,2024,6.0,Matemáticas,65,47,85,95.0,66.6,Ciencias y Matemáticas
Girardot,c67d4a60f3585382a5b4f7f284c260f27a0d6ae3bb803f929fe596dee55a0798,6,A,II,2024,3.0,Lengua Castellana,72,72,85,85.0,75.9,Lengua y Humanidades
Girardot,c67d4a60f3585382a5b4f7f284c260f27a0d6ae3bb803f929fe596dee55a0798,6,A,II,2024,2.0,Lectura Crítica,80,80,85,85.0,81.5,Lengua y Humanidades
Girardot,c67d4a60f3585382a5b4f7f284c260f27a0d6ae3bb803f929fe596dee55a0798,6,A,II,2024,4.0,English,76,77,88,85.0,79.6,Lengua y Humanidades
Girardot,c67d4a60f3585382a5b4f7f284c260f27a0d6ae3bb803f929fe596dee55a0798,6,A,II,2024,3.0,Educación Física,83,81,95,95.0,86.0,Artes y Educación Física
Girardot,c67d4a60f3585382a5b4f7f284c260f27a0d6ae3bb803f929fe596dee55a0798,6,A,II,2024,1.0,Innovación y Emprendimiento,81,83,89,95.0,84.6,Tecnología e Innovación
Girardot,c67d4a60f3585382a5b4f7f284c260f27a0d6ae3bb803f929fe596dee55a0798,6,A,II,2024,2.0,Aprendizaje Basado en Investigación,74,74,65,65.0,71.3,Proyectos y Aprendizaje Integral
Girardot,c67d4a60f3585382a5b4f7f284c260f27a0d6ae3bb803f929fe596dee55a0798,6,A,II,2024,1.0,Artes,79,76,80,80.0,78.4,Artes y Educación Física
Girardot,c67d4a60f3585382a5b4f7f284c260f27a0d6ae3bb803f929fe596dee55a0798,6,A,II,2024,1.0,Tecnologías Informáticas,49,61,50,40.0,51.900000000000006,Tecnología e Innovación
Girardot,c67d4a60f3585382a5b4f7f284c260f27a0d6ae3bb803f929fe596dee55a0798,6,A,II,2024,1.0,Integralidad,79,73,80,80.0,77.5,Proyectos y Aprendizaje Integral
Girardot,a19c64dc4af2caf5dde6322e9f2fab968864e933b4be4ef0f4462c8cd3a61827,1,A,II,2024,4.0,Ciencias Naturales,88,89,90,90.0,88.9,Ciencias y Matemáticas
Girardot,a19c64dc4af2caf5dde6322e9f2fab968864e933b4be4ef0f4462c8cd3a61827,1,A,II,2024,3.0,Ciencias Sociales,91,91,100,95.0,93.2,Lengua y Humanidades
Girardot,a19c64dc4af2caf5dde6322e9f2fab968864e933b4be4ef0f4462c8cd3a61827,1,A,II,2024,5.0,Matemáticas,93,95,95,98.0,94.5,Ciencias y Matemáticas
Girardot,a19c64dc4af2caf5dde6322e9f2fab968864e933b4be4ef0f4462c8cd3a61827,1,A,II,2024,3.0,Lengua Castellana,91,92,95,93.0,92.3,Lengua y Humanidades
Girardot,a19c64dc4af2caf5dde6322e9f2fab968864e933b4be4ef0f4462c8cd3a61827,1,A,II,2024,2.0,Lectura Crítica,92,92,90,90.0,91.4,Lengua y Humanidades
Girardot,a19c64dc4af2caf5dde6322e9f2fab968864e933b4be4ef0f4462c8cd3a61827,1,A,II,2024,4.0,English,94,95,100,100.0,96.1,Lengua y Humanidades
Girardot,a19c64dc4af2caf5dde6322e9f2fab968864e933b4be4ef0f4462c8cd3a61827,1,A,II,2024,3.0,Educación Física,97,96,96,95.0,96.3,Artes y Educación Física
Girardot,a19c64dc4af2caf5dde6322e9f2fab968864e933b4be4ef0f4462c8cd3a61827,1,A,II,2024,1.0,Creatividad e innovación,94,94,100,100.0,95.8,Tecnología e Innovación
Girardot,a19c64dc4af2caf5dde6322e9f2fab968864e933b4be4ef0f4462c8cd3a61827,1,A,II,2024,2.0,Aprendizaje Basado en Proyectos,95,95,92,95.0,94.4,Proyectos y Aprendizaje Integral
Girardot,a19c64dc4af2caf5dde6322e9f2fab968864e933b4be4ef0f4462c8cd3a61827,1,A,II,2024,1.0,Artes,99,89,97,97.0,95.4,Artes y Educación Física
Girardot,a19c64dc4af2caf5dde6322e9f2fab968864e933b4be4ef0f4462c8cd3a61827,1,A,II,2024,1.0,Tecnologías Informáticas,95,95,100,100.0,96.5,Tecnología e Innovación
Girardot,a19c64dc4af2caf5dde6322e9f2fab968864e933b4be4ef0f4462c8cd3a61827,1,A,II,2024,1.0,Integralidad,99,98,100,100.0,99.0,Proyectos y Aprendizaje Integral
Girardot,906b7374973dd6694403d75006c7db4c6cce700f374dc22292d9c7d5ea7ebb52,6,A,IV,2023,3.0,Ciencias Naturales,81,83,90,85.0,83.8,Ciencias y Matemáticas
Girardot,906b7374973dd6694403d75006c7db4c6cce700f374dc22292d9c7d5ea7ebb52,6,A,IV,2023,4.0,Ciencias Sociales,92,92,90,89.0,91.30000000000001,Lengua y Humanidades
Girardot,906b7374973dd6694403d75006c7db4c6cce700f374dc22292d9c7d5ea7ebb52,6,A,IV,2023,6.0,Matemáticas,82,86,90,80.0,84.60000000000001,Ciencias y Matemáticas
Girardot,906b7374973dd6694403d75006c7db4c6cce700f374dc22292d9c7d5ea7ebb52,6,A,IV,2023,3.0,Lengua Castellana,77,84,80,80.0,80.0,Lengua y Humanidades
Girardot,906b7374973dd6694403d75006c7db4c6cce700f374dc22292d9c7d5ea7ebb52,6,A,IV,2023,4.0,Inglés,91,88,90,85.0,89.3,Lengua y Humanidades
Girardot,906b7374973dd6694403d75006c7db4c6cce700f374dc22292d9c7d5ea7ebb52,6,A,IV,2023,2.0,Innovación y Emprendimiento,87,89,91,90.0,88.7,Tecnología e Innovación
Girardot,906b7374973dd6694403d75006c7db4c6cce700f374dc22292d9c7d5ea7ebb52,6,A,IV,2023,7.0,Aprendizaje Basado en Investigación,96,96,100,100.0,97.2,Proyectos y Aprendizaje Integral
Girardot,906b7374973dd6694403d75006c7db4c6cce700f374dc22292d9c7d5ea7ebb52,6,A,IV,2023,3.0,Educación Física,88,89,80,86.0,86.5,Artes y Educación Física
Girardot,906b7374973dd6694403d75006c7db4c6cce700f374dc22292d9c7d5ea7ebb52,6,A,IV,2023,2.0,Lectura Crítica,86,86,80,70.0,83.2,Lengua y Humanidades
Girardot,906b7374973dd6694403d75006c7db4c6cce700f374dc22292d9c7d5ea7ebb52,6,A,IV,2023,1.0,Artes,91,87,90,85.0,89.0,Artes y Educación Física
Girardot,906b7374973dd6694403d75006c7db4c6cce700f374dc22292d9c7d5ea7ebb52,6,A,IV,2023,1.0,Robótica y TICS,96,96,100,90.0,96.2,Tecnología e Innovación
Girardot,906b7374973dd6694403d75006c7db4c6cce700f374dc22292d9c7d5ea7ebb52,6,A,IV,2023,1.0,Inteligencia emocional e Integralidad,90,93,75,75.0,86.4,Proyectos y Aprendizaje Integral
Fusagasugá,d3e43bfbd8a97319a854723354ec9889c76c2e336c7a64fc6a9427b13cc4824f,9,A,II,2023,3.0,Ciencias Naturales,66,66,90,89.0,73.10000000000001,Ciencias y Matemáticas
Fusagasugá,d3e43bfbd8a97319a854723354ec9889c76c2e336c7a64fc6a9427b13cc4824f,9,A,II,2023,4.0,Ciencias Sociales,64,31,70,88.0,57.7,Lengua y Humanidades
Fusagasugá,d3e43bfbd8a97319a854723354ec9889c76c2e336c7a64fc6a9427b13cc4824f,9,A,II,2023,6.0,Matemáticas,54,47,80,80.0,59.7,Ciencias y Matemáticas
Fusagasugá,d3e43bfbd8a97319a854723354ec9889c76c2e336c7a64fc6a9427b13cc4824f,9,A,II,2023,3.0,Lengua Castellana,74,73,75,80.0,74.5,Lengua y Humanidades
Fusagasugá,d3e43bfbd8a97319a854723354ec9889c76c2e336c7a64fc6a9427b13cc4824f,9,A,II,2023,4.0,Inglés,53,51,85,92.0,62.7,Lengua y Humanidades
Fusagasugá,d3e43bfbd8a97319a854723354ec9889c76c2e336c7a64fc6a9427b13cc4824f,9,A,II,2023,2.0,Innovación y Emprendimiento,72,75,60,65.0,69.8,Tecnología e Innovación
Fusagasugá,d3e43bfbd8a97319a854723354ec9889c76c2e336c7a64fc6a9427b13cc4824f,9,A,II,2023,7.0,Aprendizaje Basado en Investigación,80,83,82,87.0,82.0,Proyectos y Aprendizaje Integral
Fusagasugá,d3e43bfbd8a97319a854723354ec9889c76c2e336c7a64fc6a9427b13cc4824f,9,A,II,2023,3.0,Educación Física,84,84,90,90.0,85.8,Artes y Educación Física
Fusagasugá,d3e43bfbd8a97319a854723354ec9889c76c2e336c7a64fc6a9427b13cc4824f,9,A,II,2023,2.0,Lectura Crítica,82,80,75,90.0,80.80000000000001,Lengua y Humanidades
Fusagasugá,d3e43bfbd8a97319a854723354ec9889c76c2e336c7a64fc6a9427b13cc4824f,9,A,II,2023,1.0,Artes,80,80,80,80.0,80.0,Artes y Educación Física
Fusagasugá,d3e43bfbd8a97319a854723354ec9889c76c2e336c7a64fc6a9427b13cc4824f,9,A,II,2023,1.0,Robótica y TICS,75,73,80,90.0,76.9,Tecnología e Innovación
Fusagasugá,d3e43bfbd8a97319a854723354ec9889c76c2e336c7a64fc6a9427b13cc4824f,9,A,II,2023,1.0,Inteligencia emocional e Integralidad,97,97,100,100.0,97.9,Proyectos y Aprendizaje Integral
Girardot,b305e007d0259ddf371f996add5f4ccc4af0e5c33a7926c1b3df286581de8639,7,A,I,2024,4.0,Ciencias Naturales,68,71,100,100.0,78.5,Ciencias y Matemáticas
Girardot,b305e007d0259ddf371f996add5f4ccc4af0e5c33a7926c1b3df286581de8639,7,A,I,2024,4.0,Ciencias Sociales,85,84,85,88.0,85.0,Lengua y Humanidades
Girardot,b305e007d0259ddf371f996add5f4ccc4af0e5c33a7926c1b3df286581de8639,7,A,I,2024,6.0,Matemáticas,73,72,80,85.0,75.3,Ciencias y Matemáticas
Girardot,b305e007d0259ddf371f996add5f4ccc4af0e5c33a7926c1b3df286581de8639,7,A,I,2024,3.0,Lengua Castellana,64,64,86,88.0,70.8,Lengua y Humanidades
Girardot,b305e007d0259ddf371f996add5f4ccc4af0e5c33a7926c1b3df286581de8639,7,A,I,2024,2.0,Lectura Crítica,82,82,85,88.0,83.2,Lengua y Humanidades
Girardot,b305e007d0259ddf371f996add5f4ccc4af0e5c33a7926c1b3df286581de8639,7,A,I,2024,4.0,English,75,77,96,90.0,81.3,Lengua y Humanidades
Girardot,b305e007d0259ddf371f996add5f4ccc4af0e5c33a7926c1b3df286581de8639,7,A,I,2024,3.0,Educación Física,93,91,93,95.0,92.6,Artes y Educación Física
Girardot,b305e007d0259ddf371f996add5f4ccc4af0e5c33a7926c1b3df286581de8639,7,A,I,2024,1.0,Innovación y Emprendimiento,91,88,85,79.0,87.7,Tecnología e Innovación
Girardot,b305e007d0259ddf371f996add5f4ccc4af0e5c33a7926c1b3df286581de8639,7,A,I,2024,2.0,Aprendizaje Basado en Investigación,91,91,90,90.0,90.7,Proyectos y Aprendizaje Integral
Girardot,b305e007d0259ddf371f996add5f4ccc4af0e5c33a7926c1b3df286581de8639,7,A,I,2024,1.0,Artes,85,88,90,97.0,88.10000000000001,Artes y Educación Física
Girardot,b305e007d0259ddf371f996add5f4ccc4af0e5c33a7926c1b3df286581de8639,7,A,I,2024,1.0,Tecnologías Informáticas,63,63,50,75.0,61.6,Tecnología e Innovación
Girardot,b305e007d0259ddf371f996add5f4ccc4af0e5c33a7926c1b3df286581de8639,7,A,I,2024,1.0,Integralidad,94,91,90,90.0,91.9,Proyectos y Aprendizaje Integral
